timestamp,username,message,latitude,longitude,location,tags,source
2014-01-23 17:00:00,POK,Follow+us+%40POK%2dKronos,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:00:00,maha%5fHomeland,Don%27t+miss+a+moment%21++Follow+our+live+coverage+of+the+POK+Rally+in+the+Park%21,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:00:00,Viktor%2dE,Come+join+us+in+the+Park%21+Music+tonight+at+Abila+City+Park%21,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:00:00,KronosStar,POK+rally+to+start+in+Abila+City+Park.+POK+leader+Sylvia+Marek+to+open+with+a+speech.%98+%23KronosStar,[notset],[notset],%5bnotset%5d,hashtag=KronosStar,microblog
2014-01-23 17:00:00,AbilaPost,POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:00:00,ourcountryourrights,POK+rally+in+the+park+tonight%21+%23POKrally,[notset],[notset],%5bnotset%5d,hashtag=POKrally,microblog
2014-01-23 17:00:00,ReggieWassali,great+day+for+a+rally%21+%23RememberJuliana+%23RememberElian+%23POK,[notset],[notset],%5bnotset%5d,hashtag=RememberJuliana|hashtag=RememberElian|hashtag=POK,microblog
2014-01-23 17:00:00,MindOfKronos,Ugh%2c+these+POKers+are+anooying%21+%23POK+%23gowaway,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=gowaway,microblog
2014-01-23 17:00:00,FriendsOfKronos,massive+rally+of+POK+terrorists+%2d+cops+are+gathered+waiting+for+arrests,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:00:00,rockinHW,Artist+%3f+musician%3f+need+more+followers+%3f+click+here++followme.kronos%2fartists+%23abila+%23artists,[notset],[notset],%5bnotset%5d,hashtag=abila|hashtag=artists,microblog
2014-01-23 17:00:00,KronosQuoth,Success+is+walking+from+failure+to+failure+with+no+loss+of+enthusiasm.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:00:00,KronosQuoth,A+person+who+never+made+a+mistake+never+tried+anything+new.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:00:24,KronosQuoth,The+only+person+you+are+destined+to+become+is+the+person+you+decide+to+be.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:00:24,KronosQuoth,Knowledge+is+being+aware+of+what+you+can+do.+Wisdom+is+knowing+when+not+to+do+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:00:55,Clevvah4Evah,I+want+a+job+80%25+mental+30%25+fiscal+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
2014-01-23 17:00:55,KronosQuoth,The+meaning+of+life+is+to+find+your+gift.+The+purpose+of+life+is+to+give+it+away.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:01:00,rrWine,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:01:19,KronosQuoth,If+you%27re+going+through+hell+keep+going.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:01:19,KronosQuoth,You+miss+100%25+of+the+shots+you+dont+take.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:01:19,KronosQuoth,You+may+only+succeed+if+you+desire+succeeding%3b+you+may+only+fail+if+you+do+not+mind+failing.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:01:19,KronosQuoth,I+didnt+fail+the+test.+I+just+found+100+ways+to+do+it+wrong.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:01:50,KronosQuoth,To+accomplish+great+things%2c+we+must+not+only+act%2c+but+also+dream%2c+not+only+plan%2c+but+also+believe.+%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:01:50,KronosQuoth,Thinking+should+become+your+capital+asset%2c+no+matter+whatever+ups+and+downs+you+come+across+in+your+life.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:01:50,KronosQuoth,Don%27t+be+afraid+to+give+up+the+good+to+go+for+the+great.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:02:00,pinky,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:02:00,BlueVelvet,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:02:00,dragonRider1,RT+%40MindOfKronos+Ugh%2c+these+POKers+are+anooying%21+%23POK+%23gowaway,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=gowaway,microblog
2014-01-23 17:02:21,Clevvah4Evah,Youre+the+penultimate+girlfriend%21+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
2014-01-23 17:02:21,KronosQuoth,I+am+not+a+product+of+my+circumstances.+I+am+a+product+of+my+decisions.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:02:21,KronosQuoth,Success+is...knowing+your+purpose+in+life%2c+growing+to+reach+your+maximum+potential%2c+and+sowing+seeds+that+benefit+others.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:02:21,KronosQuoth,The+only+person+you+are+destined+to+become+is+the+person+you+decide+to+be.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:02:31,POK,POK+leader+Sylvia+Market+taking+the+stage+for+a+warm+welcome+to+the+crowd,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:02:31,AbilaPost,Concerns+of+violence+surround+POK+rally+today+heavy+police+presence+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:02:46,KronosQuoth,It+is+never+too+late+to+be+what+you+might+have+been.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:02:46,KronosQuoth,You+may+have+to+fight+a+battle+more+than+once+to+win+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:02:46,KronosQuoth,In+order+to+succeed%2c+your+desire+for+success+should+be+greater+than+your+fear+of+failure.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:02:46,KronosQuoth,If+you+want+your+children+to+turn+out+well%2c+spend+twice+as+much+time+with+them%2c+and+half+as+much+money.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:03:00,blueSunshine,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:03:00,dtennent,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:03:00,BlueVelvet,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:03:16,KronosQuoth,Its+not+the+years+in+your+life+that+count.+Its+the+life+in+your+years.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:03:16,KronosQuoth,If+you+don%27t+value+your+time%2c+neither+will+others.+Stop+giving+away+your+time+and+talents%2d+start+charging+for+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:03:31,klingon4real,RT+%40AbilaPost+Concerns+of+violence+surround+POK+rally+today+heavy+police+presence+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:03:38,KronosQuoth,If+you+don%27t+value+your+time%2c+neither+will+others.+Stop+giving+away+your+time+and+talents%2d+start+charging+for+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:03:44,POK,Sylvia+Marek+is+introducing+the+guests,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:03:44,CentralBulletin,POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:03:44,choconibbs,Marek+%2d+Terrorist+introducing+more+terrorists+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=POKRally,microblog
2014-01-23 17:03:44,FriendsOfKronos,how+long+until+POK+terrorists+start+destroying+the+park,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:04:00,sarajane,RT+%40AbilaPost+POK+rally+set+to+take+place+in+Abila+City+Park+%2d+POK+leader+Sylvia+Marek+has+begun+with+opening+remarks+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:04:00,wiseWords,RT+%40ourcountryourrights+POK+rally+in+the+park+tonight%21+%23POKrally,[notset],[notset],%5bnotset%5d,hashtag=POKrally,microblog
2014-01-23 17:04:03,KronosQuoth,The+secret+of+the+universe+depends+on+intrinsic+timelessness+%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:04:33,KronosQuoth,The+function+of+leadership+is+to+produce+more+leaders%2c+not+more+followers.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:04:44,phantomagate,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:04:59,KronosQuoth,It%27s+not+what+you+look+at+that+matters%2c+it%27s+what+you+see.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:04:59,KronosQuoth,If+you+don%27t+value+your+time%2c+neither+will+others.+Stop+giving+away+your+time+and+talents%2d+start+charging+for+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:05:13,Viktor%2dE,Meet+the+band+after+the+show+tonight%21,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:05:13,ourcountryourrights,Sylvia+Marek+opens+with+welcoming+remarks.+%23POK,[notset],[notset],%5bnotset%5d,hashtag=POK,microblog
2014-01-23 17:05:19,KronosQuoth,Whatever+you+can+do%2c+or+dream+you+can%2c+begin+it.++Boldness+has+genius%2c+power+and+magic+in+it.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:05:31,teresaJ,RT+%40POK+POK+leader+Sylvia+Market+taking+the+stage+for+a+warm+welcome+to+the+crowd,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:05:31,microBanana,RT+%40AbilaPost+Concerns+of+violence+surround+POK+rally+today+heavy+police+presence+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:05:31,siliconKing,RT+%40AbilaPost+Concerns+of+violence+surround+POK+rally+today+heavy+police+presence+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=AbilaPost,microblog
2014-01-23 17:05:43,KronosQuoth,When+in+doubt%2c+punt%21++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:05:44,dtennent,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:05:44,vetsRock,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:06:03,KronosQuoth,Success+is+walking+from+failure+to+failure+with+no+loss+of+enthusiasm.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:06:33,KronosQuoth,Success+is+the+sum+of+small+efforts%2c+repeated+day%2din+and+day%2dout.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:06:44,wireHead1122,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:06:44,wireHead1122,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:06:59,mainman447,Easy+credit+cards%21+get+what+you%27re+worth%21+easycredit.kronos%2fmorecredit+%23abila+%23nobanks,[notset],[notset],%5bnotset%5d,hashtag=abila|hashtag=nobanks,microblog
2014-01-23 17:06:59,KronosQuoth,Real+difficulties+can+be+overcome%3b+it+is+only+the+imaginary+ones+that+are+unconquerable.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:06:59,KronosQuoth,Success+is+walking+from+failure+to+failure+with+no+loss+of+enthusiasm.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:06:59,KronosQuoth,There+are+two+types+of+people+who+will+tell+you+that+you+cannot+make+a+difference+in+this+world.+%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:07:24,KronosQuoth,Either+you+run+the+day%2c+or+the+day+runs+you.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:07:24,KronosQuoth,Teach+thy+tongue+to+say%2c+I+do+not+know%2c+and+thous+shalt+progress.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:07:24,KronosQuoth,Just+when+the+caterpillar+thought+the+world+was+ending%2c+he+turned+into+a+butterfly.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:07:44,blueSunshine,RT+%40CentralBulletin+POK+rally+today+in+Abila+City+Park+concerns+of+violence+and+heavy+police+presence+%23Abila+%23CentralBulletin,[notset],[notset],%5bnotset%5d,hashtag=Abila|hashtag=CentralBulletin,microblog
2014-01-23 17:07:48,KronosQuoth,People+often+say+that+motivation+doesnt+last.+Well%2c+neither+does+bathing.++Thats+why+we+recommend+it+daily.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:07:48,grassGreeener,This+is+NUTS%2c+I+swear+I%27m+getting+100s+of+followers+from+this+program%21%21+Check+it+followers.kronos%2fgetpeople+%23abila+%23followers,[notset],[notset],%5bnotset%5d,hashtag=abila|hashtag=followers,microblog
2014-01-23 17:07:48,dealsRUs101,Gain+over+1%2c000+followers+a+week+by+using%3a+getem.kronos%2ffollowers+%23abilaFinest+%23followme,[notset],[notset],%5bnotset%5d,hashtag=abilaFinest|hashtag=followme,microblog
2014-01-23 17:08:13,luvMyPants,RT+%40Viktor%2dE+Meet+the+band+after+the+show+tonight%21,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:08:15,KronosQuoth,A+person+who+never+made+a+mistake+never+tried+anything+new.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:08:15,KronosQuoth,Life+is+10%25+what+happens+to+me+and+90%25+of+how+I+react+to+it.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:08:15,Clevvah4Evah,You+got+low+self+coincidence+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
2014-01-23 17:08:39,Clevvah4Evah,I+would+like+to+return+the+complement+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
2014-01-23 17:08:39,KronosQuoth,I+have+learned+over+the+years+that+when+ones+mind+is+made+up%2c+this+diminishes+fear.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:09:01,KronosQuoth,Your+time+is+limited%2c+so+dont+waste+it+living+someone+elses+life.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:09:01,KronosQuoth,As+we+look+ahead+into+the+next+century%2c+leaders+will+be+those+who+empower+others.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:09:01,KronosQuoth,Life+is+what+we+make+it%2c+always+has+been%2c+always+will+be.++%23KronosStar+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=KronosStar|hashtag=POKRally,microblog
2014-01-23 17:09:13,brain448,RT+%40ourcountryourrights+Sylvia+Marek+opens+with+welcoming+remarks.+%23POK,[notset],[notset],%5bnotset%5d,hashtag=POK,microblog
2014-01-23 17:09:32,KronosQuoth,Trust+because+you+are+willing+to+accept+the+risk%2c+not+because+it%27s+safe+or+certain.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:09:32,KronosQuoth,Knowledge+is+being+aware+of+what+you+can+do.+Wisdom+is+knowing+when+not+to+do+it.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:09:32,Clevvah4Evah,GAStech+said+they+would+give+me+a+bonus%21+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
2014-01-23 17:10:00,powercrystals,Join+us+for+Rally+Racing+this+weekend+%23rally,[notset],[notset],%5bnotset%5d,hashtag=rally,microblog
2014-01-23 17:10:00,POK,Show+your+support+for+the+POK%21+Join+us+at+the+park%21+%23POKRallyinthePark,[notset],[notset],%5bnotset%5d,hashtag=POKRallyinthePark,microblog
2014-01-23 17:10:00,maha%5fHomeland,Warm+welcome+by+Sylvia+Marek+for+guest+speakers+for+today%27s+rally.,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:10:00,Viktor%2dE,Follow+us+%40Viktor%2dE,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:10:00,KronosStar,%23APD+has+closed+Egeou+St.+from%98Parla+to+Pilau+for+the+POK+rally.%98Businesses+in+the+area+are+advised+to+close+early+and+prepare+for+possible+rioting.%98+%23KronosStar,[notset],[notset],%5bnotset%5d,hashtag=APD|hashtag=KronosStar,microblog
2014-01-23 17:10:00,InternationalNews,POK+rally+to+start+in+Abila+City+Park.+POK+leader+Sylvia+Marek+to+open+with+a+speech.%98+%23IntNews,[notset],[notset],%5bnotset%5d,hashtag=IntNews,microblog
2014-01-23 17:10:00,AbilaPost,%23APD+has+closed+Egeou+St+between+Parla+St+%26+Pilau+St+due+to+POK+rally+%23AbilaPost,[notset],[notset],%5bnotset%5d,hashtag=APD|hashtag=AbilaPost,microblog
2014-01-23 17:10:00,choconibbs,Lovely+words+%2d+ugly+person+%23POKRally,[notset],[notset],%5bnotset%5d,hashtag=POKRally,microblog
2014-01-23 17:10:00,anaregents,Sylvia+Marek+is+speaking.%98She%27s+inspirational%21%98%23POKrally,[notset],[notset],%5bnotset%5d,hashtag=POKrally,microblog
2014-01-23 17:10:00,ourcountryourrights,Looks+like+tonights+agenda+is+more+talk+and+less+action.+%23POK,[notset],[notset],%5bnotset%5d,hashtag=POK,microblog
2014-01-23 17:10:00,truccotrucco,rally+time%21+ready+for+some+inspiration+%23POK,36.052,24.852,%5bnotset%5d,hashtag=POK,microblog
2014-01-23 17:10:00,michelleR,in+case+anyone+was+wondering%2dlime+green+and+yellow+are+NOT+suitable+for+spandex,[notset],[notset],%5bnotset%5d,,microblog
2014-01-23 17:10:02,KronosQuoth,I+find+that+when+you+have+a+real+interest+in+life+and+a+curious+life%2c+that+sleep+is+not+the+most+important+thing.++%23POKRally+%23HI,[notset],[notset],%5bnotset%5d,hashtag=POKRally|hashtag=HI,microblog
2014-01-23 17:10:02,Clevvah4Evah,GAStech+said+they+would+give+me+a+bonus%21+%23POK+%23Rally+%23Grammar,[notset],[notset],%5bnotset%5d,hashtag=POK|hashtag=Rally|hashtag=Grammar,microblog
